"ID","Runde","Dato","Tid","Hjemmehold","Udehold","Hjemmeholdsmål","Udeholdsmål","Tilskuere","Ugedag","Superliga/1.Division","Form","Ferieuger","Modstander Type","Dagtype","Tid på dagen","Populær kanal","Temperatur","Vindhastighed","Fugtighed","Synlighed","Nedbør sidste time","Fugtighed den sidste time","Helligd.","indbyggertal"
1706,21,"2016-03-12",16:00:00,"Viborg FF","SønderjyskE","0","0",3167,"Lør",1,1,0,2,1,1,1,1.8,0.5,85,12000,0,85,0,95776
1714,22,"2016-03-20",14:00:00,"Randers FC","Viborg FF","1","3",4869,"Søn",1,1,0,2,2,0,0,10.5,7.2,47,35000,0,50,1,95776
1722,23,"2016-04-04",19:00:00,"Esbjerg fB","Viborg FF","1","0",5629,"Man",1,1,0,2,0,2,1,14.7,3.6,82,10000,0,85,0,96101
1723,24,"2016-04-08",18:00:00,"Viborg FF","FC Midtjylland","1","1",7502,"Fre",1,1,0,0,0,1,1,7.7,8.2,69,35000,0,66,0,96101
1731,25,"2016-04-17",13:00:00,"Odense Boldklub","Viborg FF","5","1",4722,"Søn",1,1,0,2,2,0,0,8.6,8.8,73,30000,0,71,0,96101
1738,26,"2016-04-24",16:00:00,"Viborg FF","FC København","1","1",4437,"Søn",1,1,0,0,2,1,0,7.1,5.1,56,35000,0,67,0,96101
1741,27,"2016-04-29",18:00:00,"AGF","Viborg FF","1","2",4672,"Fre",1,1,0,2,0,1,1,5.4,6.2,92,11000,1.6,90,0,96101
1749,28,"2016-05-08",13:00:00,"Viborg FF","Aalborg BK","0","2",4655,"Søn",1,1,0,1,2,0,0,24.1,6.7,35,35000,0,33,0,96101
1753,29,"2016-05-11",18:00:00,"SønderjyskE","Viborg FF","2","0",6345,"Ons",1,1,0,2,0,1,1,24.1,6.2,36,35000,0,37,0,96101
1761,30,"2016-05-16",13:00:00,"Viborg FF","Randers FC","2","3",4304,"Man",1,1,0,1,0,0,0,13.6,8.2,58,35000,0,58,1,96101
1770,31,"2016-05-23",19:00:00,"Brøndby IF","Viborg FF","0","1",10116,"Man",1,1,0,2,0,2,1,13.8,1.5,90,35000,0,91,0,96101
1773,32,"2016-05-26",20:00:00,"FC Nordsjælland","Viborg FF","1","0",1754,"Tor",1,1,0,2,0,2,0,18.3,4.6,56,35000,0,61,0,96101
1779,33,"2016-05-29",17:00:00,"Viborg FF","HOdense Boldklub","1","0",4154,"Søn",1,0,0,2,2,1,0,21,4.6,63,35000,0,65,0,96101
1783,1,"2016-07-15",18:00:00,"Viborg FF","FC Nordsjælland","0","4",2580,"Fre",1,1,1,2,0,1,1,16.3,7.7,76,35000,0,77,0,96166
1790,2,"2016-07-22",20:15:00,"AGF","Viborg FF","2","1",8156,"Fre",1,1,1,2,0,2,1,26.2,2.6,55,35000,0,56,0,96166
1797,3,"2016-07-29",18:00:00,"Viborg FF","Esbjerg fB","2","1",2929,"Fre",1,1,1,2,0,1,1,20.1,2.1,71,35000,0,72,0,96166
1806,4,"2016-08-06",16:00:00,"Odense Boldklub","Viborg FF","0","0",4488,"Lør",1,1,0,2,1,1,1,16.5,6.2,73,35000,0,75,0,96166
1811,5,"2016-08-12",18:00:00,"Viborg FF","Randers FC","0","1",4065,"Fre",1,1,0,1,0,1,1,17.1,4.1,96,3500,0.2,96,0,96166
1821,6,"2016-08-21",13:00:00,"Silkeborg IF","Viborg FF","1","5",2660,"Søn",1,1,0,2,2,0,0,20.1,4.6,67,35000,0,64,0,96166
1831,7,"2016-08-28",20:00:00,"Viborg FF","FC Midtjylland","0","0",6043,"Søn",1,1,0,0,2,2,1,19.5,3.6,98,26000,0.8,98,0,96166
1834,8,"2016-09-10",14:00:00,"Viborg FF","AC Horsens","2","4",3096,"Lør",1,1,0,2,1,0,1,24.3,4.6,60,35000,0,64,0,96166
1843,9,"2016-09-18",16:00:00,"Brøndby IF","Viborg FF","1","2",15778,"Søn",1,1,0,2,2,1,0,18,3.1,64,35000,0,64,0,96166
1852,10,"2016-09-22",20:00:00,"Aalborg BK","Viborg FF","1","0",5303,"Tor",1,1,0,2,0,2,0,19.7,4.6,53,35000,0,54,0,96166
1854,11,"2016-09-25",12:00:00,"Viborg FF","Lyngby BK","0","1",3126,"Søn",1,1,0,2,2,0,0,23.1,5.7,46,35000,0,51,0,96166
1865,12,"2016-10-02",16:00:00,"Viborg FF","FC København","0","0",4137,"Søn",1,1,0,0,2,1,0,13.1,3.1,93,35000,0.3,94,0,96272
1867,13,"2016-10-14",18:00:00,"SønderjyskE","Viborg FF","1","0",4322,"Fre",1,1,0,2,0,1,1,11.2,6.7,71,35000,0,72,0,96272
1875,14,"2016-10-21",20:15:00,"Viborg FF","Silkeborg IF","1","3",3310,"Fre",1,1,1,1,0,2,0,9.1,5.7,91,24000,0.1,93,0,96272
1882,15,"2016-10-28",20:15:00,"FC Nordsjælland","Viborg FF","4","3",1808,"Fre",1,0,0,2,0,2,0,11.3,9.8,73,30000,0,73,0,96272
1893,16,"2016-11-06",16:00:00,"Viborg FF","Brøndby IF","1","2",4311,"Søn",1,0,0,0,2,1,0,3.4,10.3,93,14000,0.1,93,0,96272
1898,17,"2016-11-20",13:00:00,"Randers FC","Viborg FF","2","1",4857,"Søn",1,0,0,2,2,0,0,5.3,6.2,86,35000,0,88,0,96272
1904,18,"2016-11-26",16:00:00,"Viborg FF","SønderjyskE","2","2",1740,"Lør",1,0,0,2,1,1,1,9.8,9.3,93,35000,0,96,0,96272
1911,19,"2016-11-29",20:00:00,"FC København","Viborg FF","4","0",7368,"Tir",1,0,0,2,0,2,0,5.8,4.1,89,35000,0.2,88,0,96272
1916,20,"2016-12-03",16:00:00,"AC Horsens","Viborg FF","1","2",1044,"Lør",1,0,0,2,1,1,1,3.6,2.6,80,35000,0,80,0,96272
1929,21,"2016-12-12",19:00:00,"Viborg FF","Odense Boldklub","1","1",2710,"Man",1,1,0,2,0,2,1,2.9,1.5,89,35000,0,87,0,96272
1935,22,"2017-02-19",18:00:00,"FC Midtjylland","Viborg FF","0","0",7909,"Søn",1,1,1,2,2,1,1,7.6,5.1,97,12000,0,97,0,96477
1943,23,"2017-02-27",19:00:00,"Viborg FF","AGF","1","1",3112,"Man",1,1,0,1,0,2,1,7.7,4.6,97,20000,1.1,97,0,96477
1944,24,"2017-03-03",18:00:00,"Esbjerg fB","Viborg FF","1","3",4429,"Fre",1,1,0,2,0,1,1,6.1,7.7,95,15000,0.1,95,0,96477
1953,25,"2017-03-11",16:00:00,"Lyngby BK","Viborg FF","1","0",2882,"Lør",1,1,0,2,1,1,1,11.4,2.1,54,30000,0,55,0,96477
1958,26,"2017-03-19",17:00:00,"Viborg FF","Aalborg BK","2","1",5501,"Søn",1,1,0,1,2,1,0,2.8,5.1,92,25000,0.7,90,0,96477
1969,27,"2017-04-02",16:00:00,"Viborg FF","AGF","2","4",5749,"Søn",1,1,0,1,2,1,0,12.2,3.1,77,28000,0,76,0,96682
1974,28,"2017-04-08",16:00:00,"Aalborg BK","Viborg FF","0","1",4121,"Lør",1,1,0,2,1,1,0,10.6,7.2,72,35000,0,74,0,96682
1982,29,"2017-04-17",13:00:00,"Viborg FF","Silkeborg IF","0","0",4260,"Man",1,1,0,1,0,0,0,3.1,1.5,92,24000,1.1,86,1,96682
1986,30,"2017-04-21",18:00:00,"Silkeborg IF","Viborg FF","1","2",3928,"Fre",1,1,0,2,0,1,1,8.7,8.8,95,19000,0,95,0,96682
1996,31,"2017-04-30",13:00:00,"Viborg FF","Aalborg BK","1","1",4067,"Søn",1,1,0,1,2,0,0,11.6,5.7,53,35000,0,53,0,96682
2003,32,"2017-05-07",16:00:00,"AGF","Viborg FF","1","0",15734,"Søn",1,1,0,2,2,1,1,17,4.6,64,35000,0,63,0,96682
2009,33,"2017-05-12",18:00:00,"Viborg FF","AC Horsens","3","0",3020,"Fre",1,1,0,2,0,1,0,14.2,9.3,62,35000,0,62,1,96682
2016,34,"2017-05-16",20:00:00,"AC Horsens","Viborg FF","1","0",1441,"Tir",1,1,0,2,0,2,1,13.8,4.6,96,7000,0,96,0,96682
2026,35,"2017-05-22",19:00:00,"Viborg FF","AGF","2","2",8619,"Man",1,1,0,1,0,2,0,16.6,3.6,54,35000,0,54,0,96682
2031,36,"2017-05-28",18:00:00,"AGF","Viborg FF","1","0",17462,"Søn",1,1,0,2,2,1,1,21.4,9.3,58,35000,0,56,0,96682
2135,1,"2017-07-30",13:45:00,"Thisted FC","Viborg FF","2","1",1625,"Søn",0,1,1,2,2,0,0,21.4,4.1,86,35000,0,90,0,96884
2142,2,"2017-08-06",14:30:00,"Viborg FF","Esbjerg fB","0","2",2643,"Søn",0,1,0,2,2,0,1,15.6,7.2,82,35000,0.2,72,0,96884
2148,3,"2017-08-13",13:45:00,"Nykøbing FC","Viborg FF","4","2",892,"Søn",0,0,0,2,2,0,0,16.6,7.2,67,35000,0,68,0,96884
2155,4,"2017-08-20",14:30:00,"Fremad Amager","Viborg FF","0","6",1016,"Søn",0,0,0,2,2,0,0,17.1,4.6,79,35000,0,85,0,96884
2157,5,"2017-08-23",18:00:00,"Viborg FF","FC Fredericia","2","3",2227,"Ons",0,0,0,2,0,1,1,21.1,1.5,52,35000,0,52,0,96884
2168,6,"2017-08-28",19:00:00,"Vendsyssel FF","Viborg FF","1","2",1226,"Man",0,0,0,2,0,2,1,20.6,3.6,62,35000,0,64,0,96884
2176,8,"2017-09-10",13:45:00,"Viborg FF","Skive IK","3","2",2789,"Søn",0,1,0,2,2,0,0,15.8,6.2,83,18000,0,71,0,96884
2174,7,"2017-09-13",19:00:00,"Viborg FF","Vejle B","2","0",2301,"Ons",0,1,0,2,0,2,1,12.6,5.7,94,35000,0,94,0,96884
2184,9,"2017-09-17",13:45:00,"HB Køge","Viborg FF","3","0",1087,"Søn",0,2,0,2,2,0,0,15.8,3.1,68,35000,0,72,0,96884
2188,10,"2017-09-24",13:45:00,"Viborg FF","FC Roskilde","4","3",2283,"Søn",0,1,0,2,2,0,0,17.2,3.1,86,35000,0,85,0,96884
2193,11,"2017-10-01",13:00:00,"Viborg FF","Brabrand IF","4","0",2504,"Søn",0,2,0,2,2,0,0,16.6,3.1,73,35000,0,71,0,96880
2205,13,"2017-10-15",14:30:00,"Viborg FF","Fremad Amager","0","0",2423,"Søn",0,2,0,2,2,0,0,16.2,4.6,90,17000,0,91,0,96880
2213,14,"2017-10-22",14:30:00,"Vejle B","Viborg FF","3","1",3053,"Søn",0,1,1,2,2,0,1,13.1,3.1,76,30000,0,76,0,96880
2203,12,"2017-10-25",19:00:00,"Esbjerg fB","Viborg FF","0","0",3380,"Ons",0,1,0,2,0,2,1,12.2,6.2,91,35000,0,91,0,96880
2217,15,"2017-10-29",14:30:00,"Viborg FF","Thisted FC","2","2",2427,"Søn",0,1,0,2,2,0,0,10.7,7.7,52,35000,0,48,0,96880
2228,16,"2017-11-06",19:00:00,"FC Fredericia","Viborg FF","2","2",725,"Man",0,1,0,2,0,2,1,9.1,5.1,67,35000,0,67,0,96880
2231,17,"2017-11-12",13:45:00,"Skive IK","Viborg FF","1","3",1393,"Søn",0,1,0,2,2,0,0,7.3,3.1,82,35000,0,82,0,96880
2237,18,"2017-11-19",14:30:00,"Viborg FF","Vendsyssel FF","2","0",2188,"Søn",0,1,0,2,2,0,0,5.4,6.2,63,35000,0,64,0,96880
2244,19,"2017-11-26",14:30:00,"FC Roskilde","Viborg FF","1","0",728,"Søn",0,1,0,2,2,0,0,6.8,4.6,87,17000,0,90,0,96880
2249,20,"2018-03-04",13:45:00,"Viborg FF","Nykøbing FC","3","1",1573,"Søn",0,1,0,2,2,0,0,-1.3,7.2,61,22000,0,62,0,96883
2256,21,"2018-03-11",13:45:00,"Brabrand IF","Viborg FF","0","0",442,"Søn",0,1,0,2,2,0,0,2.7,5.1,96,11000,0,96,0,96883
2260,22,"2018-03-18",13:45:00,"Viborg FF","HB Køge","1","0",1645,"Søn",0,1,0,2,2,0,0,1.5,7.7,49,35000,0,50,0,96883
2271,24,"2018-03-29",13:45:00,"Viborg FF","Skive IK","1","0",2353,"Tor",0,1,0,2,0,0,0,3,8.2,61,35000,0,61,1,96883
2278,25,"2018-04-02",13:45:00,"Viborg FF","FC Roskilde","2","0",2417,"Man",0,1,0,2,0,0,0,7.4,5.1,37,35000,0,39,1,97118
2268,23,"2018-04-11",17:30:00,"Fremad Amager","Viborg FF","3","0",884,"Ons",0,2,0,2,0,1,0,9.8,7.7,61,35000,0,62,0,97118
2290,27,"2018-04-15",13:45:00,"Viborg FF","FC Fredericia","2","0",2332,"Søn",0,1,0,2,2,0,0,10.5,1.5,83,6000,0,83,0,97118
2297,28,"2018-04-20",18:00:00,"Thisted FC","Viborg FF","0","3",798,"Fre",0,2,0,2,0,1,1,25.5,5.7,44,24000,0,44,0,97118
2288,26,"2018-04-24",19:00:00,"Nykøbing FC","Viborg FF","3","3",566,"Tir",0,2,0,2,0,2,0,8.9,9.8,86,21000,0,88,0,97118
2301,29,"2018-04-28",15:30:00,"Viborg FF","Vejle B","0","1",3353,"Lør",0,1,0,2,1,1,1,11.1,3.1,68,35000,0,65,0,97118
2308,30,"2018-05-05",15:30:00,"Vendsyssel FF","Viborg FF","1","3",1376,"Lør",0,1,0,2,1,1,1,17.2,3.6,50,35000,0,49,1,97118
2314,31,"2018-05-12",15:30:00,"Viborg FF","Esbjerg fB","0","0",3651,"Lør",0,1,0,2,1,1,1,18.1,2.1,48,35000,0,53,0,97118
2322,32,"2018-05-16",18:30:00,"HB Køge","Viborg FF","1","1",1231,"Ons",0,1,0,2,0,2,0,20,6.2,57,35000,0,50,0,97118
2326,33,"2018-05-20",13:45:00,"Viborg FF","Brabrand IF","3","3",4011,"Søn",0,1,0,2,2,0,0,21.7,1,41,35000,0,42,1,97118
2326,33,"2018-05-20",13:45:00,"Viborg FF","Brabrand IF","3","3",4011,"Søn",0,1,0,2,2,0,0,21.7,1,41,35000,0,42,1,97118
2336,1,"2018-07-29",13:45:00,"Viborg FF","Nykøbing FC","0","0",2603,"Søn",0,1,1,2,2,0,0,24.9,2.6,45,35000,0,49,0,97061
2338,2,"2018-08-05",13:45:00,"HB Køge","Viborg FF","1","0",1039,"Søn",0,1,0,2,2,0,0,19.6,7.7,69,35000,0,68,0,97061
2347,3,"2018-08-12",13:45:00,"Viborg FF","FC Helsingør","1","1",2036,"Søn",0,1,0,2,2,0,1,14.7,2.1,79,35000,NA,81,0,97061
2352,4,"2018-08-19",14:45:00,"Viborg FF","Fremad Amager","2","0",2094,"Søn",0,1,0,2,2,0,0,19.9,4.6,82,25000,0,78,0,97061
2358,5,"2018-08-22",18:30:00,"Silkeborg IF","Viborg FF","2","3",3022,"Ons",0,1,0,2,0,2,1,24.9,6.2,61,35000,0,60,0,97061
2364,6,"2018-08-26",13:45:00,"Viborg FF","FC Fredericia","2","2",2154,"Søn",0,1,0,2,2,0,0,17.6,6.2,54,35000,0,55,0,97061
2368,7,"2018-09-01",13:30:00,"Lyngby BK","Viborg FF","0","5",1249,"Lør",0,1,0,2,1,0,1,19.1,1.5,67,35000,0,69,0,97061
2376,8,"2018-09-09",13:45:00,"Viborg FF","Næstved BK","2","1",2068,"Søn",0,2,0,2,2,0,1,19.5,5.1,73,35000,0,72,0,97061
2384,9,"2018-09-16",13:45:00,"Viborg FF","FC Roskilde","3","2",2092,"Søn",0,2,0,2,2,0,0,17.9,5.1,78,35000,0,83,0,97061
2386,10,"2018-09-23",13:45:00,"Thisted FC","Viborg FF","3","3",787,"Søn",0,2,0,2,2,0,0,12.9,8.2,67,35000,0,67,0,97061
2394,11,"2018-09-30",14:45:00,"Hvidovre IF","Viborg FF","1","3",745,"Søn",0,2,0,2,2,0,0,13.1,4.1,87,35000,0.7,88,0,97061
2397,12,"2018-10-05",18:00:00,"Viborg FF","HB Køge","3","1",2736,"Fre",0,2,0,2,0,1,0,16.9,5.7,82,24000,0,83,0,97181
2414,14,"2018-10-21",13:45:00,"Viborg FF","Silkeborg IF","1","1",4035,"Søn",0,2,1,1,2,0,1,15.6,5.7,79,29000,0,80,0,97181
2408,13,"2018-10-25",18:30:00,"FC Fredericia","Viborg FF","1","2",976,"Tor",0,2,0,2,0,2,1,10.9,9.8,78,27000,0,81,0,97181
2417,15,"2018-10-28",13:45:00,"FC Roskilde","Viborg FF","3","1",599,"Søn",0,2,0,2,2,0,0,3.8,4.1,76,35000,0,74,0,97181
2426,16,"2018-11-04",13:45:00,"Viborg FF","Lyngby BK","0","1",2118,"Søn",0,1,0,2,2,0,1,10,3.1,81,26000,0,82,0,97181
2432,17,"2018-11-12",18:30:00,"FC Helsingør","Viborg FF","1","3",433,"Man",0,1,0,2,0,2,1,10.8,2.6,92,12000,0,93,0,97181
2438,18,"2018-11-18",16:00:00,"Viborg FF","Thisted FC","2","0",2383,"Søn",0,1,0,2,2,1,1,6.9,4.1,91,11000,0.1,94,0,97181
2443,19,"2018-11-25",13:45:00,"Nykøbing FC","Viborg FF","3","0",715,"Søn",0,1,0,2,2,0,0,2.8,4.1,92,35000,0,91,0,97181
2447,20,"2019-03-03",13:45:00,"Næstved BK","Viborg FF","1","0",2191,"Søn",0,1,0,2,2,0,1,9.3,9.8,68,20000,0,70,1,97113
2455,21,"2019-03-10",13:45:00,"Viborg FF","Hvidovre IF","0","2",2477,"Søn",0,1,0,2,2,0,0,6.3,5.7,62,35000,0,70,0,97113
2457,22,"2019-03-17",13:45:00,"Fremad Amager","Viborg FF","0","1",896,"Søn",0,1,0,2,2,0,0,7.1,11.3,72,30000,0.1,72,0,97113
2466,23,"2019-03-24",13:45:00,"Viborg FF","FC Helsingør","1","1",2195,"Søn",0,1,0,2,2,0,1,8.5,8.2,67,35000,0,59,0,97113
2471,24,"2019-03-31",13:45:00,"Lyngby BK","Viborg FF","1","4",1762,"Søn",0,1,0,2,2,0,0,6.6,8.8,49,NA,0,44,0,97113
2479,25,"2019-04-07",13:45:00,"Viborg FF","Nykøbing FC","2","2",2631,"Søn",0,1,0,2,2,0,1,16.6,3.1,59,17000,0,60,0,97256
2483,26,"2019-04-14",13:45:00,"Thisted FC","Viborg FF","0","4",859,"Søn",0,1,0,2,2,0,0,9.1,6.7,47,55000,0,48,1,97256
2492,27,"2019-04-21",13:45:00,"Viborg FF","Næstved BK","1","1",2853,"Søn",0,2,0,2,2,0,1,19.6,1,27,45000,0,29,1,97256
2492,27,"2019-04-21",13:45:00,"Viborg FF","Næstved BK","1","1",2853,"Søn",0,2,0,2,2,0,1,19.6,1,27,45000,0,29,1,97256
2493,28,"2019-04-27",13:30:00,"HB Køge","Viborg FF","1","0",861,"Lør",0,1,0,2,1,0,1,16.3,2.6,60,40000,0,63,0,97256
2504,29,"2019-05-05",13:45:00,"Viborg FF","FC Roskilde","3","1",2522,"Søn",0,1,0,2,2,0,0,9.6,8.8,54,45000,0,48,1,97256
2510,30,"2019-05-09",18:00:00,"Viborg FF","FC Fredericia","2","1",2907,"Tor",0,1,0,2,0,1,1,12.8,3.1,85,35000,3.3,83,0,97256
2516,31,"2019-05-14",19:00:00,"Silkeborg IF","Viborg FF","2","2",9117,"Tir",0,1,0,2,0,2,1,15.4,2.1,38,60000,0,38,0,97256
2518,32,"2019-05-19",13:45:00,"Hvidovre IF","Viborg FF","0","1",1054,"Søn",0,1,0,2,2,0,0,20.3,5.1,66,45000,0,68,0,97256
2527,33,"2019-05-25",13:45:00,"Viborg FF","Fremad Amager","4","0",4016,"Lør",0,1,0,2,1,0,0,13.3,7.7,71,50000,0,67,0,97256
2529,1,"2019-07-26",18:00:00,"Viborg FF","FC Roskilde","3","0",2379,"Fre",0,2,1,2,0,1,0,30.3,5.7,43,60000,0,45,0,97245
2535,2,"2019-08-03",13:15:00,"Hvidovre IF","Viborg FF","0","1",1026,"Lør",0,2,0,2,1,0,1,22,2.6,61,60000,0,63,0,97245
2544,3,"2019-08-11",15:00:00,"Viborg FF","HB Køge","0","0",3007,"Søn",0,2,0,2,2,1,0,20.1,11.3,63,30000,0,66,0,97245
2550,4,"2019-08-16",19:00:00,"Skive IK","Viborg FF","0","2",2289,"Fre",0,2,0,2,0,2,0,17.2,5.1,69,35000,0,71,0,97245
2553,5,"2019-08-21",18:30:00,"Viborg FF","FC Fredericia","2","2",2645,"Ons",0,2,0,2,0,2,1,18.9,6.2,54,40000,0,51,0,97245
2563,6,"2019-08-25",15:00:00,"Viborg FF","Nykøbing FC","3","0",2567,"Søn",0,2,0,2,2,1,0,28.2,3.1,44,50000,0,46,0,97245
2565,7,"2019-08-29",18:00:00,"Vejle B","Viborg FF","4","1",3004,"Tor",0,2,0,2,0,1,1,18.4,4.1,90,60000,0.6,94,0,97245
2578,9,"2019-09-14",16:00:00,"Fremad Amager","Viborg FF","1","2",1193,"Lør",0,1,0,2,1,1,1,17.1,9.3,57,45000,0,58,0,97245
2575,8,"2019-09-19",20:00:00,"Viborg FF","Vendsyssel FF","1","1",2067,"Tor",0,1,0,2,0,2,1,15.1,1.5,58,60000,0,58,0,97245
2589,11,"2019-09-28",13:15:00,"Viborg FF","Kolding IF","1","2",2080,"Lør",0,1,0,2,1,0,1,12.8,3.6,91,45000,0.8,89,0,97245
2597,12,"2019-10-06",13:45:00,"FC Roskilde","Viborg FF","0","2",645,"Søn",0,1,0,2,2,0,0,9.9,4.1,56,75000,0,57,0,97084
2607,14,"2019-10-18",18:00:00,"Viborg FF","Fremad Amager","5","0",2480,"Fre",0,1,1,2,0,1,0,12.9,3.6,85,30000,0,84,0,97084
2588,10,"2019-10-24",17:15:00,"Næstved BK","Viborg FF","1","3",2281,"Tor",0,1,0,2,0,1,1,13.1,5.1,93,4600,0,93,0,97084
2618,15,"2019-10-27",14:00:00,"Nykøbing FC","Viborg FF","1","2",675,"Søn",0,1,0,2,2,0,0,12,6.7,73,30000,0,75,0,97084
2622,16,"2019-11-02",16:30:00,"HB Køge","Viborg FF","2","1",687,"Lør",0,2,0,2,1,1,1,8.4,5.1,96,16000,0.3,96,0,97084
2626,17,"2019-11-08",18:00:00,"Viborg FF","Næstved BK","2","1",2345,"Fre",0,2,0,2,0,1,0,7.9,0,93,14000,0,94,0,97084
2636,18,"2019-11-23",17:45:00,"Vendsyssel FF","Viborg FF","1","0",835,"Lør",0,2,0,2,1,1,1,7.7,7.2,86,8000,0,88,0,97084
2606,13,"2019-11-28",18:30:00,"Viborg FF","Vejle B","3","4",4084,"Tor",0,1,0,2,0,2,0,8.5,3.1,89,20000,0,91,0,97084
