"ID","Runde","Dato","Tid","Hjemmehold","Udehold","Hjemmeholdsmål","Udeholdsmål","Tilskuere","Ugedag","Superliga/1.Division","Form","Ferieuger","Modstander Type","Dagtype","Tid på dagen","Populær kanal","Temperatur","Vindhastighed","Fugtighed","Synlighed","Nedbør sidste time","Fugtighed den sidste time","Helligd.","indbyggertal"
2637,19,"2020-02-28",18:00:00,"Viborg FF","Hvidovre IF","1","1",2468,"Fre",0,1,0,2,0,1,0,7,8.2,73,40000,0,74,0,96921
2645,20,"2020-03-07",14:00:00,"FC Fredericia","Viborg FF","1","3",NA,"Lør",0,1,0,2,1,0,0,2.7,2.1,97,1500,0,97,0,96921
2649,21,"2020-05-29",18:00:00,"Viborg FF","Skive IK","1","1",NA,"Fre",0,1,0,2,0,1,0,17.8,2.1,46,45000,0,47,0,96808
2655,22,"2020-06-05",17:30:00,"Kolding IF","Viborg FF","3","1",NA,"Fre",0,1,0,2,0,1,1,14.5,6.2,47,65000,0,57,1,96808
2666,23,"2020-06-11",18:00:00,"Viborg FF","FC Roskilde","4","2",350,"Tor",0,1,0,2,0,1,0,21.7,6.7,43,55000,0,44,0,96808
2672,24,"2020-06-14",15:00:00,"Hvidovre IF","Viborg FF","1","4",400,"Søn",0,1,0,2,2,1,0,22.8,7.2,49,45000,0,46,0,96808
2674,25,"2020-06-19",19:00:00,"Viborg FF","FC Fredericia","0","2",422,"Fre",0,1,0,2,0,2,1,18.1,6.2,94,8000,2.7,92,0,96808
2682,26,"2020-06-24",18:00:00,"Skive IK","Viborg FF","0","1",250,"Ons",0,1,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
2687,27,"2020-06-27",14:00:00,"Viborg FF","HB Køge","4","2",350,"Lør",0,1,0,2,1,0,0,27,4.6,51,50000,0,50,0,96808
2692,28,"2020-06-30",19:00:00,"Næstved BK","Viborg FF","2","2",475,"Tir",0,2,0,2,0,2,1,15.4,9.8,84,16000,0,85,0,96808
2702,29,"2020-07-06",18:30:00,"Viborg FF","Nykøbing FC","4","3",400,"Man",0,1,1,2,0,2,1,12.1,11.8,91,5000,0,84,0,96706
2705,30,"2020-07-10",19:30:00,"Fremad Amager","Viborg FF","2","2",499,"Fre",0,1,1,2,0,2,0,15.2,6.7,55,55000,0,57,0,96706
2710,31,"2020-07-14",19:00:00,"Viborg FF","Vendsyssel FF","4","1",400,"Tir",0,2,1,2,0,2,1,15.2,3.6,96,4500,0,95,0,96706
2719,32,"2020-07-19",13:00:00,"Vejle B","Viborg FF","1","1",450,"Søn",0,2,1,2,2,0,1,18.8,2.1,91,16000,0,94,0,96706
2724,33,"2020-07-25",16:00:00,"Viborg FF","Kolding IF","0","2",400,"Lør",0,1,1,2,1,1,0,19.1,3.1,65,65000,0,64,0,96706
2727,1,"2020-09-10",19:00:00,"Hobro IK","Viborg FF","1","1",1500,"Tor",0,1,0,2,0,2,1,14.9,7.2,59,60000,0,60,0,96706
2736,2,"2020-09-16",18:30:00,"Viborg FF","Kolding IF","4","2",1416,"Ons",0,1,0,2,0,2,0,15.2,8.8,69,28000,0,72,0,96706
2742,3,"2020-09-19",14:00:00,"Viborg FF","Skive IK","3","1",400,"Lør",0,1,0,2,1,0,0,15.8,0.5,83,35000,0,89,0,96706
2749,4,"2020-09-27",13:30:00,"HB Køge","Viborg FF","0","3",460,"Søn",0,1,0,2,2,0,0,18.2,7.2,81,26000,0,83,0,96706
2753,5,"2020-09-30",18:00:00,"Viborg FF","Vendsyssel FF","3","1",400,"Ons",0,1,0,2,0,1,1,15.6,4.6,76,40000,0,75,0,96706
2760,6,"2020-10-03",15:00:00,"Esbjerg fB","Viborg FF","2","2",400,"Lør",0,2,0,2,1,1,0,16,7.7,75,40000,0,77,0,96539
2763,7,"2020-10-16",18:00:00,"Viborg FF","Fremad Amager","3","1",400,"Fre",0,2,1,2,0,1,1,11.8,3.6,73,75000,0,74,0,96539
2774,8,"2020-10-22",18:00:00,"Silkeborg IF","Viborg FF","1","2",500,"Tor",0,2,0,2,0,1,1,13.4,8.8,88,35000,0.2,87,0,96539
2780,9,"2020-10-25",14:00:00,"Hvidovre IF","Viborg FF","1","2",500,"Søn",0,2,0,2,2,0,0,11.8,4.6,91,40000,0,93,0,96539
2781,10,"2020-10-30",18:00:00,"Viborg FF","FC Helsingør","3","0",300,"Fre",0,2,0,2,0,1,0,11.2,3.1,98,2500,0.3,98,0,96539
2788,11,"2020-11-06",18:00:00,"FC Fredericia","Viborg FF","1","1",350,"Fre",0,2,0,2,0,1,0,13.6,4.6,78,30000,0,79,0,96539
2793,12,"2020-11-20",18:00:00,"Viborg FF","Hobro IK","2","1",300,"Fre",0,2,0,2,0,1,0,5.9,4.6,70,50000,0,73,0,96539
2799,13,"2020-11-26",18:30:00,"Viborg FF","Silkeborg IF","1","0",496,"Tor",0,2,0,1,0,2,0,8.5,5.7,84,40000,0,84,0,96539
2808,14,"2020-12-05",14:00:00,"Fremad Amager","Viborg FF","1","1",492,"Lør",0,2,0,2,1,0,0,5.2,3.6,91,7000,0,90,0,96539
2811,15,"2020-12-11",18:00:00,"Viborg FF","HB Køge","1","1",400,"Fre",0,2,0,2,0,1,0,1.9,6.2,91,10000,0,91,0,96539
2819,16,"2020-12-18",19:00:00,"FC Helsingør","Viborg FF","0","1",400,"Fre",0,1,0,2,0,2,1,8,5.1,88,21000,0,89,0,96539
2824,17,"2021-02-12",19:00:00,"Viborg FF","FC Fredericia","4","0",NA,"Fre",0,2,0,2,0,2,1,-4.6,1.5,75,55000,0,78,0,96679
2834,18,"2021-02-21",15:00:00,"Vendsyssel FF","Viborg FF","0","1",NA,"Søn",0,2,1,2,2,1,0,10.7,3.6,71,30000,0,72,0,96679
2836,19,"2021-02-26",18:00:00,"Viborg FF","Hvidovre IF","1","0",NA,"Fre",0,2,0,2,0,1,0,7.4,8.2,79,22000,0,80,0,96679
2842,20,"2021-03-05",19:00:00,"Skive IK","Viborg FF","0","3",NA,"Fre",0,2,0,2,0,2,0,4.5,3.1,47,55000,0,52,0,96679
2848,21,"2021-03-13",13:00:00,"Viborg FF","Esbjerg fB","2","0",NA,"Lør",0,2,0,2,1,0,1,3.2,7.7,93,6000,1.2,90,0,96679
2854,22,"2021-03-19",19:00:00,"Kolding IF","Viborg FF","0","1",NA,"Fre",0,2,0,2,0,2,0,3.6,5.1,54,60000,0,58,0,96679
2860,23,"2021-04-04",13:00:00,"HB Køge","Viborg FF","1","1",NA,"Søn",0,2,0,2,2,0,1,6.9,8.2,84,22000,0,86,1,96669
2860,23,"2021-04-04",13:00:00,"HB Køge","Viborg FF","1","1",NA,"Søn",0,2,0,2,2,0,1,6.9,8.2,84,22000,0,86,1,96669
2867,24,"2021-04-10",13:00:00,"Viborg FF","FC Fredericia","4","1",NA,"Lør",0,2,0,2,1,0,1,6.4,6.2,56,55000,0,45,0,96669
2871,25,"2021-04-16",18:00:00,"Viborg FF","Esbjerg fB","4","0",NA,"Fre",0,2,0,2,0,1,0,9.6,6.2,38,65000,0,36,0,96669
2877,26,"2021-04-23",19:00:00,"Silkeborg IF","Viborg FF","2","0",2171,"Fre",0,2,0,2,0,2,1,8.8,8.2,60,40000,0,60,0,96669
2884,27,"2021-04-30",18:00:00,"Viborg FF","FC Helsingør","0","3",2568,"Fre",0,1,0,2,0,1,0,6.4,2.6,83,16000,0.5,80,1,96669
2894,28,"2021-05-07",19:00:00,"FC Helsingør","Viborg FF","0","3",450,"Fre",0,1,0,2,0,2,0,7.4,2.6,78,19000,0,82,0,96669
2899,29,"2021-05-12",19:00:00,"Viborg FF","Silkeborg IF","3","3",3306,"Ons",0,1,0,1,0,2,1,12.1,3.6,90,40000,0,91,0,96669
2904,30,"2021-05-15",15:00:00,"Esbjerg fB","Viborg FF","0","4",1325,"Lør",0,1,0,2,1,1,0,9.8,6.2,73,65000,0,72,0,96669
2908,31,"2021-05-21",19:00:00,"FC Fredericia","Viborg FF","0","3",609,"Fre",0,1,0,2,0,2,1,12.6,2.6,78,29000,1,70,0,96669
2913,32,"2021-05-26",19:00:00,"Viborg FF","HB Køge","4","0",3024,"Ons",0,1,0,2,0,2,1,9,6.2,91,50000,0,91,0,96669
2964,1,"2021-07-18",14:00:00,"FC Nordsjælland","Viborg FF","1","2",2000,"Søn",1,2,1,2,2,0,1,18,10.3,52,30000,0,50,0,96696
2973,2,"2021-07-25",18:00:00,"Brøndby IF","Viborg FF","1","1",9578,"Søn",1,2,1,2,2,1,1,23.5,8.8,64,35000,0,67,0,96696
2975,3,"2021-07-31",16:00:00,"Viborg FF","FC Midtjylland","0","2",4038,"Lør",1,2,1,0,1,1,1,16.9,2.6,89,28000,0,89,0,96696
2981,4,"2021-08-06",18:30:00,"Silkeborg IF","Viborg FF","4","1",3708,"Fre",1,1,0,2,0,2,1,21,5.7,62,50000,0,66,0,96696
2988,5,"2021-08-13",19:00:00,"Viborg FF","Randers FC","1","2",5085,"Fre",1,1,0,1,0,2,1,20.9,5.7,74,55000,0,73,0,96696
2997,6,"2021-08-22",18:00:00,"Viborg FF","AGF","2","0",5422,"Søn",1,1,0,1,2,1,1,20,3.6,54,45000,0,56,0,96696
3000,7,"2021-08-29",14:00:00,"SønderjyskE","Viborg FF","2","2",3517,"Søn",1,1,0,2,2,0,0,18.6,5.1,74,35000,0,77,0,96696
3007,8,"2021-09-12",14:00:00,"Viborg FF","Aalborg BK","2","3",6014,"Søn",1,1,0,1,2,0,0,19,8.2,63,55000,0,66,0,96696
3012,9,"2021-09-19",14:00:00,"Vejle Boldklub","Viborg FF","1","1",4675,"Søn",1,1,0,2,2,0,0,12.4,4.6,59,65000,0,58,0,96696
3018,10,"2021-09-26",14:00:00,"Viborg FF","Odense Boldklub","1","1",3963,"Søn",1,1,0,2,2,0,0,18.5,4.1,68,40000,0,69,0,96696
3028,11,"2021-10-03",20:00:00,"FC København","Viborg FF","1","1",15197,"Søn",1,1,0,2,2,2,1,13.3,2.6,94,27000,0.2,94,0,96826
3029,12,"2021-10-15",19:00:00,"Viborg FF","Silkeborg IF","1","1",5286,"Fre",1,1,0,1,0,2,1,12,9.8,58,30000,0,61,0,96826
3040,13,"2021-10-25",19:00:00,"Aalborg BK","Viborg FF","2","5",7322,"Man",1,1,0,2,0,2,1,11.3,4.6,90,11000,0.1,90,0,96826
3044,14,"2021-10-31",18:00:00,"Viborg FF","Brøndby IF","0","1",7724,"Søn",1,1,0,0,2,1,1,11.9,3.1,83,35000,0,88,0,96826
3047,15,"2021-11-05",19:00:00,"Viborg FF","FC Nordsjælland","2","2",3899,"Fre",1,1,0,2,0,2,1,10.2,7.2,84,50000,0,77,0,96826
3053,16,"2021-11-19",19:00:00,"Odense Boldklub","Viborg FF","2","3",5873,"Fre",1,1,0,2,0,2,1,12.4,9.8,84,17000,0,83,0,96826
3061,17,"2021-11-28",14:00:00,"Viborg FF","SønderjyskE","1","1",4031,"Søn",1,1,0,2,2,0,1,2.5,1,93,40000,0,93,0,96826
3070,18,"2022-02-21",19:00:00,"Randers FC","Viborg FF","0","1",3673,"Man",1,1,0,2,0,2,1,7.1,7.7,75,35000,0,75,0,96847
3074,19,"2022-02-27",16:00:00,"Viborg FF","FC København","0","2",7025,"Søn",1,1,0,0,2,1,0,6.6,3.6,51,55000,0,57,1,96847
3077,20,"2022-03-04",18:00:00,"FC Midtjylland","Viborg FF","3","1",10262,"Fre",1,1,0,2,0,1,1,5.8,5.1,63,55000,0,66,0,96847
3084,21,"2022-03-13",14:00:00,"Viborg FF","Vejle Boldklub","2","0",4227,"Søn",1,1,0,2,2,0,0,10.1,6.7,30,35000,0,32,0,96847
3090,22,"2022-03-20",14:30:00,"AGF","Viborg FF","1","1",12487,"Søn",1,1,0,2,2,0,0,6.5,7.7,58,29000,0,67,0,96847
3095,23,"2022-04-01",19:00:00,"Viborg FF","SønderjyskE","2","1",3093,"Fre",1,1,0,2,0,2,1,4.7,6.2,38,65000,0,37,0,96868
3106,24,"2022-04-11",19:00:00,"Vejle Boldklub","Viborg FF","2","2",4188,"Man",1,1,0,2,0,2,1,7.6,6.7,42,65000,0,48,0,96868
3108,25,"2022-04-14",14:00:00,"AGF","Viborg FF","0","2",6783,"Tor",1,1,0,2,0,0,1,7.4,2.6,94,4400,0,94,1,96868
3113,26,"2022-04-17",18:00:00,"Viborg FF","Odense Boldklub","1","1",3857,"Søn",1,2,0,2,2,1,1,14.2,2.1,34,50000,0,35,1,96868
3113,26,"2022-04-17",18:00:00,"Viborg FF","Odense Boldklub","1","1",3857,"Søn",1,2,0,2,2,1,1,14.2,2.1,34,50000,0,35,1,96868
3121,27,"2022-04-24",14:00:00,"FC Nordsjælland","Viborg FF","2","0",2193,"Søn",1,1,0,2,2,0,0,11.5,8.8,48,55000,0,50,0,96868
3125,28,"2022-04-29",19:00:00,"Viborg FF","FC Nordsjælland","1","1",4298,"Fre",1,1,0,2,0,2,1,12.3,5.7,44,75000,0,47,0,96868
3136,29,"2022-05-09",19:00:00,"Viborg FF","Vejle Boldklub","2","2",3649,"Man",1,1,0,2,0,2,1,18.6,4.6,30,55000,0,31,0,96868
3141,30,"2022-05-12",18:00:00,"Odense Boldklub","Viborg FF","1","1",6786,"Tor",1,1,0,2,0,1,0,14.1,8.2,48,60000,0,50,0,96868
3147,31,"2022-05-15",20:00:00,"Viborg FF","AGF","1","0",4691,"Søn",1,1,0,1,2,2,0,15.2,3.6,52,55000,0,55,0,96868
3151,32,"2022-05-21",17:00:00,"SønderjyskE","Viborg FF","0","2",2869,"Lør",1,1,0,2,1,1,0,14.1,4.6,67,55000,0,72,0,96868
3156,1,"2022-07-17",14:00:00,"Viborg FF","Aalborg BK","2","1",4681,"Søn",1,1,1,1,2,0,1,18.6,7.7,64,50000,0,60,0,97455
3162,2,"2022-07-24",14:00:00,"AGF","Viborg FF","3","1",10036,"Søn",1,2,1,2,2,0,1,20.5,6.2,68,35000,0.1,67,0,97455
3170,3,"2022-07-31",16:00:00,"Viborg FF","FC København","4","2",6064,"Søn",1,1,1,0,2,1,0,20.9,3.6,64,50000,0,68,0,97455
3175,4,"2022-08-06",16:00:00,"FC Nordsjælland","Viborg FF","1","0",2507,"Lør",1,2,0,2,1,1,0,16.7,7.2,66,50000,0,75,0,97455
3181,5,"2022-08-14",14:00:00,"Viborg FF","Silkeborg IF","2","0",5806,"Søn",1,1,0,1,2,0,1,28.2,5.7,35,55000,0,37,0,97455
3188,6,"2022-08-21",16:00:00,"Randers FC","Viborg FF","1","0",5456,"Søn",1,1,0,2,2,1,0,19,4.1,79,35000,0,82,0,97455
3193,7,"2022-08-28",14:00:00,"Viborg FF","Lyngby BK","2","1",3491,"Søn",1,1,0,2,2,0,1,20.5,2.1,73,60000,0.6,79,0,97455
3198,8,"2022-09-04",14:00:00,"Odense Boldklub","Viborg FF","1","2",12437,"Søn",1,1,0,2,2,0,0,20.4,6.2,46,65000,0,49,0,97455
3208,9,"2022-09-12",19:00:00,"Viborg FF","AC Horsens","2","1",4067,"Man",1,1,0,2,0,2,1,18.1,5.7,69,55000,0,69,0,97455
3213,10,"2022-09-18",16:00:00,"Viborg FF","Brøndby IF","0","0",8632,"Søn",1,2,0,0,2,1,0,11.9,3.6,73,75000,0,76,0,97455
3216,11,"2022-10-02",14:00:00,"FC Midtjylland","Viborg FF","1","1",10284,"Søn",1,1,0,2,2,0,1,14.5,8.8,68,40000,0,65,0,97575
3221,12,"2022-10-07",19:00:00,"Lyngby BK","Viborg FF","1","1",4175,"Fre",1,2,0,2,0,2,1,15.6,10.3,71,30000,0,76,0,97575
3229,13,"2022-10-16",14:00:00,"Viborg FF","Odense Boldklub","0","0",4909,"Søn",1,1,0,2,2,0,0,13.9,10.3,70,24000,0,73,0,97575
3238,14,"2022-10-24",19:00:00,"Aalborg BK","Viborg FF","1","3",6521,"Man",1,1,0,2,0,2,1,15.4,5.1,83,40000,0,84,0,97575
3242,15,"2022-10-30",16:00:00,"Silkeborg IF","Viborg FF","1","2",6062,"Søn",1,1,0,2,2,1,0,14.6,3.6,95,4100,0,95,0,97575
3247,16,"2022-11-06",14:00:00,"Viborg FF","AGF","1","1",7399,"Søn",1,1,0,1,2,0,1,12.6,3.6,84,35000,0,84,0,97575
3254,17,"2022-11-13",16:00:00,"Brøndby IF","Viborg FF","0","2",21020,"Søn",1,1,0,2,2,1,0,11.5,3.1,77,18000,0,80,0,97575
3262,18,"2023-02-20",19:00:00,"Viborg FF","FC Midtjylland","0","4",7218,"Man",1,2,0,0,0,2,1,7.1,11.3,86,24000,0.3,89,0,97731
3264,19,"2023-02-26",14:00:00,"AC Horsens","Viborg FF","0","3",4124,"Søn",1,1,0,2,2,0,0,4.8,6.7,52,50000,0,53,0,97731
3271,20,"2023-03-05",14:00:00,"Viborg FF","Randers FC","2","2",5923,"Søn",1,1,0,1,2,0,1,2.9,3.1,39,50000,0,41,0,97731
3276,21,"2023-03-12",14:00:00,"Viborg FF","FC Nordsjælland","1","1",5934,"Søn",1,1,0,2,2,0,0,3.2,5.1,61,75000,0,60,0,97731
3282,22,"2023-03-19",15:00:00,"FC København","Viborg FF","2","1",32678,"Søn",1,1,0,2,2,1,0,10.3,4.1,91,5000,0,91,0,97731
3290,23,"2023-04-02",16:00:00,"Brøndby IF","Viborg FF","0","3",17803,"Søn",1,1,0,2,2,1,0,7.6,6.7,32,75000,0,32,1,97649
3293,24,"2023-04-09",16:00:00,"Viborg FF","AGF","0","1",7533,"Søn",1,1,0,1,2,1,1,14.5,3.6,44,60000,0,45,1,97649
3293,24,"2023-04-09",16:00:00,"Viborg FF","AGF","0","1",7533,"Søn",1,1,0,1,2,1,1,14.5,3.6,44,60000,0,45,1,97649
3302,25,"2023-04-16",16:00:00,"FC København","Viborg FF","2","1",26947,"Søn",1,1,0,2,2,1,0,11.6,3.6,65,25000,0,65,0,97649
3306,26,"2023-04-23",14:00:00,"Viborg FF","FC Nordsjælland","1","0",5966,"Søn",1,1,0,2,2,0,1,12.6,5.1,58,25000,0,58,0,97649
3312,27,"2023-04-30",14:00:00,"Viborg FF","Randers FC","3","1",6542,"Søn",1,1,0,1,2,0,1,9,5.1,50,75000,0,52,0,97649
3321,28,"2023-05-07",18:00:00,"AGF","Viborg FF","3","0",15620,"Søn",1,1,0,2,2,1,1,14.2,7.2,47,60000,0,48,0,97649
3328,29,"2023-05-15",19:00:00,"Randers FC","Viborg FF","0","2",8738,"Man",1,1,0,2,0,2,1,18.2,6.2,65,30000,0,63,0,97649
3332,30,"2023-05-21",16:05:00,"Viborg FF","Brøndby IF","1","1",9342,"Søn",1,1,0,0,2,1,1,21.2,4.6,48,50000,0,48,0,97649
3338,31,"2023-05-29",16:00:00,"Viborg FF","FC København","1","2",9523,"Man",1,1,0,0,0,1,0,14.8,6.2,38,50000,0,40,1,97649
3344,32,"2023-06-04",17:00:00,"FC Nordsjælland","Viborg FF","0","0",9078,"Søn",1,1,0,2,2,1,1,15.7,2.1,63,40000,0,65,0,97649
3352,1,"2023-07-24",19:00:00,"FC Nordsjælland","Viborg FF","4","1",4143,"Man",1,1,1,2,0,2,1,19,6.7,73,50000,0,76,0,97564
3353,2,"2023-07-28",19:00:00,"Viborg FF","Lyngby BK","2","2",4485,"Fre",1,1,1,2,0,2,1,21.2,1.5,45,75000,0,48,0,97564
3364,3,"2023-08-07",19:00:00,"Odense Boldklub","Viborg FF","1","2",10105,"Man",1,1,0,2,0,2,1,15.6,10.8,78,18000,0,82,0,97564
3370,4,"2023-08-14",19:00:00,"Viborg FF","Helsingør IF","0","0",6141,"Man",1,1,0,2,0,2,1,21.6,3.6,59,75000,0,59,0,97564
3376,5,"2023-08-21",19:00:00,"Viborg FF","Vejle Boldklub","2","1",6010,"Man",1,1,0,2,0,2,1,21.2,5.1,63,75000,0,60,0,97564
3377,6,"2023-08-25",18:30:00,"Randers FC","Viborg FF","1","0",5583,"Fre",1,1,0,2,0,2,1,19.6,4.6,75,55000,0,76,0,97564
3387,7,"2023-09-03",18:00:00,"FC København","Viborg FF","2","0",23245,"Søn",1,1,0,2,2,1,1,19.5,5.7,70,55000,0,70,0,97564
3389,8,"2023-09-15",19:00:00,"Viborg FF","FC Midtjylland","2","2",8663,"Fre",1,1,0,0,0,2,1,18.9,4.6,51,45000,0,52,0,97564
3397,9,"2023-09-24",14:00:00,"Silkeborg IF","Viborg FF","2","0",6125,"Søn",1,1,0,2,2,0,0,17.2,5.7,65,75000,0,66,0,97564
3405,10,"2023-10-01",18:00:00,"Viborg FF","AGF","2","1",7244,"Søn",1,1,0,1,2,1,1,15.1,2.1,84,40000,0,84,0,97490
3410,11,"2023-10-08",16:00:00,"Brøndby IF","Viborg FF","1","0",21851,"Søn",1,1,0,2,2,1,0,11.9,1.5,39,75000,0,42,0,97490
3416,12,"2023-10-22",16:00:00,"Viborg FF","FC Nordsjælland","0","2",5354,"Søn",1,1,1,2,2,1,0,11.7,3.1,88,22000,0,88,0,97490
3421,13,"2023-10-29",14:00:00,"Vejle Boldklub","Viborg FF","1","1",6516,"Søn",1,1,0,2,2,0,1,10.2,2.6,98,9000,0.6,97,0,97490
3427,14,"2023-11-05",14:00:00,"Viborg FF","Silkeborg IF","2","1",5650,"Søn",1,1,0,1,2,0,1,9.6,2.6,94,22000,0,96,0,NA
3436,15,"2023-11-12",20:00:00,"AGF","Viborg FF","2","0",8856,"Søn",1,1,0,2,2,2,1,7.7,0.5,92,15000,0,96,0,NA
3438,16,"2023-11-25",19:00:00,"Viborg FF","FC København","2","1",6661,"Lør",1,1,0,0,1,2,0,3.5,4.1,72,45000,0,70,0,NA
3448,17,"2023-12-04",19:00:00,"FC Midtjylland","Viborg FF","5","1",10468,"Man",1,1,0,2,0,2,1,-0.8,4.1,90,16000,0,91,0,NA
3449,18,"2024-02-16",19:00:00,"Viborg FF","Odense Boldklub","",NA,NA,"Fre",1,1,1,2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA
3456,19,"2024-02-25",14:00:00,"Helsingør IF","Viborg FF","",NA,NA,"Søn",1,0,0,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA
3463,20,"2024-03-03",14:00:00,"Viborg FF","Randers FC","",NA,NA,"Søn",1,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
3471,21,"2024-03-10",18:00:00,"Viborg FF","Brøndby IF","",NA,NA,"Søn",1,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
3477,22,"2024-03-17",17:00:00,"Lyngby BK","Viborg FF","",NA,NA,"Søn",1,0,0,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA
